Item Name,Description,Price,Type,Cuisine,Restaurant Name,Location,Rating,Veg/Non-Veg,Discount
Lassi,Sweet yogurt-based drink.,458,Beverage,Indian,Restaurant B,Bangalore,3.3,Non-Veg,24% off
Lassi,Sweet yogurt-based drink.,470,Beverage,Indian,Restaurant E,Bangalore,3.6,Non-Veg,12% off
Paneer Tikka,Grilled paneer with Indian spices.,163,Snack,Indian,Restaurant F,Hyderabad,3.6,Veg,5% off
Margarita,Refreshing lime and tequila cocktail.,284,Beverage,Mexican,Restaurant I,Hyderabad,3.3,Non-Veg,14% off
Chicken Biryani,Spicy and flavorful.,226,Main Course,Indian,Restaurant C,Mumbai,3.8,Non-Veg,9% off
Tacos,Corn tortilla filled with meat and veggies.,111,Snack,Mexican,Restaurant B,Chennai,3.3,Non-Veg,13% off
Dal Tadka,Yellow lentils tempered with spices.,268,Main Course,Indian,Restaurant E,Mumbai,3.4,Non-Veg,28% off
Mac and Cheese,Creamy macaroni and cheese dish.,368,Main Course,American,Restaurant G,Bangalore,3.7,Non-Veg,9% off
Chicken Burger,Crispy chicken patty in a bun.,375,Snack,American,Restaurant H,Delhi,3.6,Non-Veg,18% off
French Fries,"Golden, crispy fried potatoes.",409,Snack,American,Restaurant J,Mumbai,4.8,Non-Veg,29% off
Chocolate Shake,Rich and creamy chocolate drink.,438,Beverage,American,Restaurant F,Bangalore,3.6,Non-Veg,21% off
Dal Tadka,Yellow lentils tempered with spices.,399,Main Course,Indian,Restaurant A,Bangalore,3.3,Non-Veg,5% off
Dal Tadka,Yellow lentils tempered with spices.,314,Main Course,Indian,Restaurant B,Delhi,3.9,Non-Veg,14% off
Masala Dosa,South Indian rice pancake with masala.,232,Snack,Indian,Restaurant F,Bangalore,3.8,Non-Veg,6% off
French Fries,"Golden, crispy fried potatoes.",150,Snack,American,Restaurant I,Delhi,3.7,Non-Veg,9% off
Veg Biryani,Made with aromatic basmati rice.,124,Main Course,Indian,Restaurant G,Bangalore,3.9,Veg,19% off
Milkshake,Thick and creamy milk-based drink.,296,Beverage,American,Restaurant E,Delhi,3.7,Non-Veg,18% off
Milkshake,Thick and creamy milk-based drink.,251,Beverage,American,Restaurant E,Bangalore,3.6,Non-Veg,5% off
Dal Tadka,Yellow lentils tempered with spices.,403,Main Course,Indian,Restaurant F,Mumbai,3.9,Non-Veg,11% off
Chicken Biryani,Spicy and flavorful.,419,Main Course,Indian,Restaurant G,Chennai,3.8,Non-Veg,19% off
Pancakes,Fluffy breakfast pancakes with syrup.,231,Dessert,American,Restaurant A,Bangalore,3.6,Non-Veg,29% off
Apple Pie,Classic American dessert with spiced apples.,188,Dessert,American,Restaurant F,Bangalore,3.6,Non-Veg,20% off
Churros,Fried dough pastry dusted with sugar.,185,Dessert,Mexican,Restaurant E,Mumbai,4.8,Non-Veg,26% off
Mac and Cheese,Creamy macaroni and cheese dish.,311,Main Course,American,Restaurant E,Hyderabad,3.9,Non-Veg,23% off
Guacamole,Mashed avocado dip with lime and salt.,338,Snack,Mexican,Restaurant F,Bangalore,3.3,Non-Veg,26% off
Guacamole,Mashed avocado dip with lime and salt.,120,Snack,Mexican,Restaurant E,Bangalore,3.6,Non-Veg,10% off
Paneer Tikka,Grilled paneer with Indian spices.,149,Snack,Indian,Restaurant J,Delhi,3.4,Veg,11% off
Churros,Fried dough pastry dusted with sugar.,242,Dessert,Mexican,Restaurant D,Mumbai,3.6,Non-Veg,28% off
Butter Naan,Soft bread with butter.,235,Main Course,Indian,Restaurant H,Chennai,4.8,Non-Veg,10% off
Fish Curry,Fish cooked in coconut milk.,231,Main Course,Indian,Restaurant B,Delhi,3.9,Non-Veg,14% off
Nachos,Tortilla chips topped with melted cheese and salsa.,452,Snack,Mexican,Restaurant I,Hyderabad,3.8,Non-Veg,20% off
Mac and Cheese,Creamy macaroni and cheese dish.,121,Main Course,American,Restaurant C,Mumbai,3.6,Non-Veg,6% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",355,Main Course,Mexican,Restaurant C,Delhi,3.3,Non-Veg,16% off
Butter Naan,Soft bread with butter.,389,Main Course,Indian,Restaurant E,Delhi,3.9,Non-Veg,25% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",461,Main Course,Mexican,Restaurant E,Delhi,3.9,Non-Veg,12% off
Milkshake,Thick and creamy milk-based drink.,250,Beverage,American,Restaurant E,Delhi,3.9,Non-Veg,23% off
Tacos,Corn tortilla filled with meat and veggies.,102,Snack,Mexican,Restaurant J,Delhi,3.3,Non-Veg,28% off
Chicken Burger,Crispy chicken patty in a bun.,224,Snack,American,Restaurant B,Delhi,3.9,Non-Veg,11% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,234,Beverage,American,Restaurant H,Chennai,3.3,Non-Veg,26% off
Masala Dosa,South Indian rice pancake with masala.,365,Snack,Indian,Restaurant I,Mumbai,4.8,Non-Veg,10% off
Hot Dog,Sausage served in a sliced bun.,497,Snack,American,Restaurant I,Bangalore,3.8,Non-Veg,23% off
French Fries,"Golden, crispy fried potatoes.",136,Snack,American,Restaurant D,Bangalore,3.8,Non-Veg,19% off
Paneer Tikka,Grilled paneer with Indian spices.,238,Snack,Indian,Restaurant B,Chennai,3.3,Veg,20% off
Samosa,Crispy fried pastry filled with spiced potatoes.,191,Snack,Indian,Restaurant H,Hyderabad,3.4,Non-Veg,15% off
Hot Dog,Sausage served in a sliced bun.,166,Snack,American,Restaurant C,Bangalore,3.9,Non-Veg,22% off
Fish Curry,Fish cooked in coconut milk.,364,Main Course,Indian,Restaurant E,Mumbai,3.8,Non-Veg,15% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,463,Beverage,American,Restaurant H,Bangalore,4.8,Non-Veg,13% off
Fajitas,Grilled meat and vegetables served on tortillas.,108,Main Course,Mexican,Restaurant C,Bangalore,3.7,Non-Veg,20% off
Enchiladas,Corn tortillas rolled with filling and sauce.,101,Main Course,Mexican,Restaurant E,Hyderabad,3.8,Non-Veg,18% off
Veg Biryani,Made with aromatic basmati rice.,224,Main Course,Indian,Restaurant J,Hyderabad,3.9,Veg,21% off
Pancakes,Fluffy breakfast pancakes with syrup.,203,Dessert,American,Restaurant J,Bangalore,3.9,Non-Veg,20% off
Milkshake,Thick and creamy milk-based drink.,284,Beverage,American,Restaurant D,Chennai,3.9,Non-Veg,28% off
Samosa,Crispy fried pastry filled with spiced potatoes.,274,Snack,Indian,Restaurant E,Delhi,3.6,Non-Veg,17% off
Apple Pie,Classic American dessert with spiced apples.,201,Dessert,American,Restaurant C,Hyderabad,4.8,Non-Veg,23% off
Lassi,Sweet yogurt-based drink.,244,Beverage,Indian,Restaurant H,Chennai,3.6,Non-Veg,14% off
Chicken Biryani,Spicy and flavorful.,145,Main Course,Indian,Restaurant J,Hyderabad,3.3,Non-Veg,23% off
Hot Dog,Sausage served in a sliced bun.,329,Snack,American,Restaurant I,Delhi,3.8,Non-Veg,13% off
Butter Naan,Soft bread with butter.,386,Main Course,Indian,Restaurant H,Hyderabad,3.8,Non-Veg,26% off
Chicken Burger,Crispy chicken patty in a bun.,372,Snack,American,Restaurant I,Bangalore,3.9,Non-Veg,25% off
French Fries,"Golden, crispy fried potatoes.",155,Snack,American,Restaurant I,Hyderabad,3.3,Non-Veg,29% off
Samosa,Crispy fried pastry filled with spiced potatoes.,179,Snack,Indian,Restaurant C,Chennai,3.3,Non-Veg,29% off
Margarita,Refreshing lime and tequila cocktail.,253,Beverage,Mexican,Restaurant D,Chennai,3.7,Non-Veg,14% off
Hot Dog,Sausage served in a sliced bun.,244,Snack,American,Restaurant A,Mumbai,3.9,Non-Veg,15% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,302,Snack,Indian,Restaurant B,Hyderabad,3.3,Non-Veg,30% off
Butter Naan,Soft bread with butter.,439,Main Course,Indian,Restaurant F,Delhi,4.8,Non-Veg,23% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,430,Snack,Indian,Restaurant H,Bangalore,3.9,Non-Veg,5% off
Lassi,Sweet yogurt-based drink.,365,Beverage,Indian,Restaurant C,Delhi,3.8,Non-Veg,19% off
Mac and Cheese,Creamy macaroni and cheese dish.,286,Main Course,American,Restaurant H,Mumbai,3.3,Non-Veg,8% off
Tacos,Corn tortilla filled with meat and veggies.,152,Snack,Mexican,Restaurant D,Hyderabad,3.7,Non-Veg,27% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,471,Beverage,American,Restaurant G,Bangalore,3.9,Non-Veg,9% off
Chocolate Shake,Rich and creamy chocolate drink.,310,Beverage,American,Restaurant I,Bangalore,3.8,Non-Veg,8% off
Fajitas,Grilled meat and vegetables served on tortillas.,445,Main Course,Mexican,Restaurant H,Bangalore,3.6,Non-Veg,10% off
Quesadilla,Grilled tortilla with melted cheese filling.,171,Snack,Mexican,Restaurant J,Bangalore,3.7,Non-Veg,9% off
Hot Dog,Sausage served in a sliced bun.,440,Snack,American,Restaurant E,Mumbai,3.3,Non-Veg,22% off
Churros,Fried dough pastry dusted with sugar.,343,Dessert,Mexican,Restaurant B,Bangalore,3.4,Non-Veg,10% off
Fish Curry,Fish cooked in coconut milk.,136,Main Course,Indian,Restaurant F,Chennai,3.6,Non-Veg,7% off
Chicken Burger,Crispy chicken patty in a bun.,356,Snack,American,Restaurant E,Delhi,4.8,Non-Veg,24% off
Chocolate Shake,Rich and creamy chocolate drink.,404,Beverage,American,Restaurant G,Chennai,4.8,Non-Veg,13% off
Churros,Fried dough pastry dusted with sugar.,461,Dessert,Mexican,Restaurant G,Bangalore,3.9,Non-Veg,22% off
Guacamole,Mashed avocado dip with lime and salt.,232,Snack,Mexican,Restaurant J,Delhi,3.8,Non-Veg,26% off
Milkshake,Thick and creamy milk-based drink.,105,Beverage,American,Restaurant I,Bangalore,3.9,Non-Veg,6% off
Tacos,Corn tortilla filled with meat and veggies.,407,Snack,Mexican,Restaurant B,Hyderabad,3.4,Non-Veg,27% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,243,Beverage,American,Restaurant B,Hyderabad,3.3,Non-Veg,27% off
Lassi,Sweet yogurt-based drink.,288,Beverage,Indian,Restaurant G,Chennai,4.8,Non-Veg,14% off
Samosa,Crispy fried pastry filled with spiced potatoes.,292,Snack,Indian,Restaurant D,Hyderabad,4.8,Non-Veg,21% off
Chocolate Shake,Rich and creamy chocolate drink.,128,Beverage,American,Restaurant D,Chennai,3.3,Non-Veg,13% off
Samosa,Crispy fried pastry filled with spiced potatoes.,222,Snack,Indian,Restaurant D,Hyderabad,3.9,Non-Veg,18% off
Mexican Rice,Rice cooked with tomatoes and spices.,256,Main Course,Mexican,Restaurant J,Delhi,3.3,Non-Veg,21% off
Quesadilla,Grilled tortilla with melted cheese filling.,201,Snack,Mexican,Restaurant G,Bangalore,3.4,Non-Veg,25% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,334,Snack,Indian,Restaurant D,Bangalore,3.6,Non-Veg,25% off
Fajitas,Grilled meat and vegetables served on tortillas.,331,Main Course,Mexican,Restaurant A,Bangalore,3.6,Non-Veg,5% off
Chicken Biryani,Spicy and flavorful.,207,Main Course,Indian,Restaurant A,Bangalore,3.9,Non-Veg,15% off
Mac and Cheese,Creamy macaroni and cheese dish.,399,Main Course,American,Restaurant G,Hyderabad,3.9,Non-Veg,7% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,363,Snack,Indian,Restaurant C,Mumbai,3.6,Non-Veg,5% off
Cheeseburger,Juicy beef patty with melted cheese.,198,Main Course,American,Restaurant C,Chennai,3.7,Non-Veg,6% off
Quesadilla,Grilled tortilla with melted cheese filling.,170,Snack,Mexican,Restaurant G,Chennai,3.4,Non-Veg,18% off
Dal Tadka,Yellow lentils tempered with spices.,388,Main Course,Indian,Restaurant F,Mumbai,3.3,Non-Veg,24% off
Mac and Cheese,Creamy macaroni and cheese dish.,242,Main Course,American,Restaurant A,Bangalore,3.8,Non-Veg,18% off
Apple Pie,Classic American dessert with spiced apples.,421,Dessert,American,Restaurant F,Bangalore,3.6,Non-Veg,17% off
Cheeseburger,Juicy beef patty with melted cheese.,251,Main Course,American,Restaurant C,Chennai,3.3,Non-Veg,5% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,270,Beverage,American,Restaurant I,Delhi,4.8,Non-Veg,12% off
Chocolate Shake,Rich and creamy chocolate drink.,431,Beverage,American,Restaurant A,Mumbai,3.4,Non-Veg,24% off
Chicken Burger,Crispy chicken patty in a bun.,172,Snack,American,Restaurant A,Delhi,3.9,Non-Veg,18% off
Churros,Fried dough pastry dusted with sugar.,318,Dessert,Mexican,Restaurant G,Chennai,3.6,Non-Veg,22% off
Chicken Biryani,Spicy and flavorful.,460,Main Course,Indian,Restaurant E,Bangalore,3.6,Non-Veg,11% off
Fajitas,Grilled meat and vegetables served on tortillas.,337,Main Course,Mexican,Restaurant D,Mumbai,3.8,Non-Veg,23% off
Cheeseburger,Juicy beef patty with melted cheese.,136,Main Course,American,Restaurant G,Hyderabad,3.3,Non-Veg,16% off
Margarita,Refreshing lime and tequila cocktail.,403,Beverage,Mexican,Restaurant H,Hyderabad,3.9,Non-Veg,28% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",320,Main Course,Mexican,Restaurant F,Chennai,3.3,Non-Veg,28% off
Masala Dosa,South Indian rice pancake with masala.,180,Snack,Indian,Restaurant G,Hyderabad,3.3,Non-Veg,7% off
Quesadilla,Grilled tortilla with melted cheese filling.,183,Snack,Mexican,Restaurant E,Bangalore,4.8,Non-Veg,25% off
Mexican Rice,Rice cooked with tomatoes and spices.,407,Main Course,Mexican,Restaurant G,Bangalore,3.7,Non-Veg,18% off
Apple Pie,Classic American dessert with spiced apples.,378,Dessert,American,Restaurant I,Hyderabad,3.3,Non-Veg,15% off
Butter Naan,Soft bread with butter.,325,Main Course,Indian,Restaurant F,Mumbai,3.7,Non-Veg,24% off
Tacos,Corn tortilla filled with meat and veggies.,466,Snack,Mexican,Restaurant H,Delhi,3.6,Non-Veg,26% off
Tacos,Corn tortilla filled with meat and veggies.,477,Snack,Mexican,Restaurant J,Mumbai,3.6,Non-Veg,20% off
Hot Dog,Sausage served in a sliced bun.,170,Snack,American,Restaurant J,Bangalore,3.6,Non-Veg,25% off
Pancakes,Fluffy breakfast pancakes with syrup.,293,Dessert,American,Restaurant E,Bangalore,3.7,Non-Veg,30% off
Chicken Burger,Crispy chicken patty in a bun.,470,Snack,American,Restaurant D,Chennai,3.7,Non-Veg,26% off
Veg Biryani,Made with aromatic basmati rice.,147,Main Course,Indian,Restaurant E,Mumbai,3.9,Veg,17% off
Lassi,Sweet yogurt-based drink.,131,Beverage,Indian,Restaurant A,Delhi,3.3,Non-Veg,6% off
Chicken Burger,Crispy chicken patty in a bun.,198,Snack,American,Restaurant F,Chennai,3.9,Non-Veg,22% off
Chicken Burger,Crispy chicken patty in a bun.,371,Snack,American,Restaurant J,Mumbai,3.4,Non-Veg,19% off
Fajitas,Grilled meat and vegetables served on tortillas.,125,Main Course,Mexican,Restaurant E,Chennai,3.3,Non-Veg,30% off
Fish Curry,Fish cooked in coconut milk.,261,Main Course,Indian,Restaurant D,Bangalore,3.7,Non-Veg,10% off
Tacos,Corn tortilla filled with meat and veggies.,202,Snack,Mexican,Restaurant E,Bangalore,3.8,Non-Veg,27% off
Masala Dosa,South Indian rice pancake with masala.,206,Snack,Indian,Restaurant E,Hyderabad,3.6,Non-Veg,5% off
Pancakes,Fluffy breakfast pancakes with syrup.,133,Dessert,American,Restaurant I,Hyderabad,3.6,Non-Veg,13% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,225,Beverage,American,Restaurant C,Bangalore,3.9,Non-Veg,9% off
Chocolate Shake,Rich and creamy chocolate drink.,221,Beverage,American,Restaurant H,Chennai,3.6,Non-Veg,21% off
French Fries,"Golden, crispy fried potatoes.",420,Snack,American,Restaurant C,Chennai,3.3,Non-Veg,19% off
Chicken Burger,Crispy chicken patty in a bun.,125,Snack,American,Restaurant E,Mumbai,3.4,Non-Veg,27% off
Chocolate Shake,Rich and creamy chocolate drink.,108,Beverage,American,Restaurant J,Hyderabad,3.7,Non-Veg,12% off
Nachos,Tortilla chips topped with melted cheese and salsa.,256,Snack,Mexican,Restaurant E,Mumbai,3.4,Non-Veg,21% off
Guacamole,Mashed avocado dip with lime and salt.,354,Snack,Mexican,Restaurant C,Hyderabad,3.4,Non-Veg,27% off
Apple Pie,Classic American dessert with spiced apples.,225,Dessert,American,Restaurant H,Hyderabad,3.6,Non-Veg,24% off
Cheeseburger,Juicy beef patty with melted cheese.,369,Main Course,American,Restaurant B,Chennai,3.3,Non-Veg,24% off
Mac and Cheese,Creamy macaroni and cheese dish.,458,Main Course,American,Restaurant B,Chennai,3.6,Non-Veg,8% off
Hot Dog,Sausage served in a sliced bun.,480,Snack,American,Restaurant D,Chennai,3.6,Non-Veg,18% off
Hot Dog,Sausage served in a sliced bun.,183,Snack,American,Restaurant D,Hyderabad,4.8,Non-Veg,12% off
Chocolate Shake,Rich and creamy chocolate drink.,279,Beverage,American,Restaurant B,Mumbai,3.8,Non-Veg,25% off
Lassi,Sweet yogurt-based drink.,269,Beverage,Indian,Restaurant A,Chennai,3.6,Non-Veg,29% off
Samosa,Crispy fried pastry filled with spiced potatoes.,107,Snack,Indian,Restaurant J,Delhi,3.9,Non-Veg,11% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,199,Snack,Indian,Restaurant A,Chennai,3.9,Non-Veg,8% off
Apple Pie,Classic American dessert with spiced apples.,435,Dessert,American,Restaurant H,Mumbai,3.9,Non-Veg,11% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",398,Main Course,Mexican,Restaurant G,Hyderabad,4.8,Non-Veg,22% off
Veg Biryani,Made with aromatic basmati rice.,468,Main Course,Indian,Restaurant A,Chennai,3.4,Veg,29% off
French Fries,"Golden, crispy fried potatoes.",486,Snack,American,Restaurant B,Bangalore,3.4,Non-Veg,22% off
Cheeseburger,Juicy beef patty with melted cheese.,392,Main Course,American,Restaurant J,Delhi,3.8,Non-Veg,10% off
Milkshake,Thick and creamy milk-based drink.,326,Beverage,American,Restaurant H,Delhi,3.9,Non-Veg,24% off
Masala Dosa,South Indian rice pancake with masala.,397,Snack,Indian,Restaurant B,Delhi,3.6,Non-Veg,23% off
Fajitas,Grilled meat and vegetables served on tortillas.,174,Main Course,Mexican,Restaurant C,Hyderabad,3.6,Non-Veg,25% off
Enchiladas,Corn tortillas rolled with filling and sauce.,468,Main Course,Mexican,Restaurant E,Delhi,3.3,Non-Veg,24% off
Paneer Tikka,Grilled paneer with Indian spices.,342,Snack,Indian,Restaurant B,Hyderabad,3.7,Veg,6% off
Pancakes,Fluffy breakfast pancakes with syrup.,384,Dessert,American,Restaurant F,Chennai,3.8,Non-Veg,18% off
Hot Dog,Sausage served in a sliced bun.,245,Snack,American,Restaurant E,Chennai,3.6,Non-Veg,26% off
Hot Dog,Sausage served in a sliced bun.,436,Snack,American,Restaurant E,Mumbai,3.3,Non-Veg,18% off
Cheeseburger,Juicy beef patty with melted cheese.,181,Main Course,American,Restaurant A,Hyderabad,3.6,Non-Veg,14% off
Butter Naan,Soft bread with butter.,354,Main Course,Indian,Restaurant H,Bangalore,3.9,Non-Veg,20% off
Chicken Burger,Crispy chicken patty in a bun.,193,Snack,American,Restaurant B,Bangalore,3.3,Non-Veg,19% off
Quesadilla,Grilled tortilla with melted cheese filling.,449,Snack,Mexican,Restaurant E,Hyderabad,3.3,Non-Veg,19% off
Nachos,Tortilla chips topped with melted cheese and salsa.,295,Snack,Mexican,Restaurant H,Mumbai,3.9,Non-Veg,9% off
Lassi,Sweet yogurt-based drink.,487,Beverage,Indian,Restaurant I,Hyderabad,3.6,Non-Veg,19% off
Fajitas,Grilled meat and vegetables served on tortillas.,278,Main Course,Mexican,Restaurant D,Mumbai,3.8,Non-Veg,6% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,454,Snack,Indian,Restaurant I,Hyderabad,3.6,Non-Veg,12% off
Pancakes,Fluffy breakfast pancakes with syrup.,155,Dessert,American,Restaurant E,Mumbai,3.3,Non-Veg,22% off
Churros,Fried dough pastry dusted with sugar.,211,Dessert,Mexican,Restaurant H,Mumbai,3.8,Non-Veg,7% off
Nachos,Tortilla chips topped with melted cheese and salsa.,184,Snack,Mexican,Restaurant E,Bangalore,3.3,Non-Veg,14% off
Lassi,Sweet yogurt-based drink.,286,Beverage,Indian,Restaurant D,Hyderabad,3.6,Non-Veg,30% off
Lassi,Sweet yogurt-based drink.,244,Beverage,Indian,Restaurant D,Hyderabad,3.9,Non-Veg,9% off
Hot Dog,Sausage served in a sliced bun.,183,Snack,American,Restaurant H,Delhi,3.6,Non-Veg,13% off
Samosa,Crispy fried pastry filled with spiced potatoes.,147,Snack,Indian,Restaurant E,Mumbai,4.8,Non-Veg,28% off
Nachos,Tortilla chips topped with melted cheese and salsa.,111,Snack,Mexican,Restaurant G,Mumbai,3.3,Non-Veg,19% off
Fajitas,Grilled meat and vegetables served on tortillas.,332,Main Course,Mexican,Restaurant C,Hyderabad,3.6,Non-Veg,28% off
Tacos,Corn tortilla filled with meat and veggies.,160,Snack,Mexican,Restaurant E,Mumbai,3.6,Non-Veg,8% off
Chicken Biryani,Spicy and flavorful.,348,Main Course,Indian,Restaurant E,Bangalore,3.8,Non-Veg,26% off
Dal Tadka,Yellow lentils tempered with spices.,390,Main Course,Indian,Restaurant H,Delhi,3.6,Non-Veg,11% off
Mexican Rice,Rice cooked with tomatoes and spices.,380,Main Course,Mexican,Restaurant G,Chennai,3.6,Non-Veg,13% off
Churros,Fried dough pastry dusted with sugar.,474,Dessert,Mexican,Restaurant B,Delhi,3.6,Non-Veg,14% off
Fajitas,Grilled meat and vegetables served on tortillas.,476,Main Course,Mexican,Restaurant F,Mumbai,3.3,Non-Veg,18% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,322,Beverage,American,Restaurant B,Bangalore,3.7,Non-Veg,29% off
